latitude,longitude,n
32.1067,34.8192,113
32.1067,34.8193,25
32.1067,34.8195,1
32.1068,34.7906,393
32.1068,34.7907,58
32.1068,34.797,30
32.1068,34.8008,12
32.1068,34.8176,123
32.1068,34.8189,1236
32.1068,34.819,98
32.1068,34.8191,28
32.1068,34.8192,200
32.1068,34.8193,296
32.1068,34.8194,71
32.1068,34.8195,50
32.1069,34.7906,175
32.1069,34.7907,34
32.1069,34.7933,27
32.1069,34.7948,14
32.1069,34.7969,172
32.1069,34.797,38
32.1069,34.8008,3
32.1069,34.801,1
32.1069,34.8037,1
32.1069,34.8169,148
32.1069,34.817,230
32.1069,34.8172,186
32.1069,34.8174,107
32.1069,34.8176,259
32.1069,34.8177,14
32.1069,34.8189,94
32.1069,34.819,19
32.1069,34.8191,65
32.1069,34.8192,138
32.1069,34.8193,1151
32.1069,34.8194,66
32.1069,34.8208,2
32.1069,34.8221,54
32.107,34.7906,1
32.107,34.7907,48
32.107,34.7933,237
32.107,34.7934,75
32.107,34.7943,10
32.107,34.7944,22
32.107,34.7945,1
32.107,34.7946,77
32.107,34.7949,394
32.107,34.7969,361
32.107,34.797,11
32.107,34.7971,105
32.107,34.7978,140
32.107,34.798,25
32.107,34.8008,42
32.107,34.801,30
32.107,34.816,1
32.107,34.8169,192
32.107,34.818,509
32.107,34.8181,67
32.107,34.8191,1
32.107,34.8192,178
32.107,34.8194,68
32.107,34.8214,31295
32.1071,34.7932,10
32.1071,34.7933,93
32.1071,34.7946,57
32.1071,34.797,52
32.1071,34.7971,200
32.1071,34.7978,229
32.1071,34.7979,114
32.1071,34.798,11
32.1071,34.7981,272
32.1071,34.801,96
32.1071,34.8168,3
32.1071,34.8182,84
32.1071,34.8192,45
32.1071,34.8193,46
32.1071,34.8194,20
32.1071,34.8195,3
32.1071,34.8205,124
32.1071,34.8207,1
32.1072,34.7887,8
32.1072,34.7906,368
32.1072,34.7907,68
32.1072,34.7932,24
32.1072,34.7933,47
32.1072,34.7935,199
32.1072,34.7936,135
32.1072,34.7937,201
32.1072,34.797,229
32.1072,34.7971,1
32.1072,34.7972,34
32.1072,34.7973,2
32.1072,34.7974,13
32.1072,34.7979,203
32.1072,34.798,8
32.1072,34.7981,178
32.1072,34.8009,19
32.1072,34.8023,31295
32.1072,34.8029,1
32.1072,34.8031,103
32.1072,34.8057,1
32.1072,34.8195,1
32.1072,34.8196,1
32.1072,34.8197,176
32.1072,34.8201,126
32.1072,34.8205,103
32.1072,34.8206,37
32.1072,34.8207,7
32.1072,34.8208,13
32.1072,34.8209,189
32.1072,34.8219,4
32.1072,34.8244,5
32.1072,34.8245,374
32.1073,34.7906,482
32.1073,34.7907,221
32.1073,34.7908,106
32.1073,34.7932,32
32.1073,34.7933,41
32.1073,34.7936,46
32.1073,34.7939,1
32.1073,34.794,54
32.1073,34.797,13
32.1073,34.7972,340
32.1073,34.7973,20
32.1073,34.7974,335
32.1073,34.798,49
32.1073,34.7981,232
32.1073,34.7982,4
32.1073,34.801,88
32.1073,34.8011,44
32.1073,34.8012,39
32.1073,34.8164,116
32.1073,34.8165,5
32.1073,34.8173,247
32.1073,34.8174,398
32.1073,34.8175,1
32.1073,34.8184,88
32.1073,34.8197,27
32.1073,34.8198,12
32.1073,34.8208,26
32.1073,34.8218,226
32.1073,34.8219,2
32.1073,34.8234,3
32.1073,34.8235,23
32.1073,34.8244,266
32.1074,34.7905,33
32.1074,34.7906,304
32.1074,34.7907,23
32.1074,34.7971,184
32.1074,34.7972,547
32.1074,34.7973,400
32.1074,34.7974,440
32.1074,34.7975,37
32.1074,34.7976,1
32.1074,34.798,1
32.1074,34.7982,238
32.1074,34.8012,76
32.1074,34.8146,1
32.1074,34.8173,34
32.1074,34.8174,339
32.1074,34.8179,1
32.1074,34.8181,1
32.1074,34.8184,72
32.1074,34.8185,361
32.1075,34.7905,26
32.1075,34.7906,264
32.1075,34.7971,322
32.1075,34.7972,28
32.1075,34.7973,299
32.1075,34.7974,61
32.1075,34.7975,21
32.1075,34.7976,216
32.1075,34.7981,1
32.1075,34.7982,1
32.1075,34.7983,106
32.1075,34.8011,2
32.1075,34.8027,2
32.1075,34.8178,42
32.1075,34.8179,48
32.1075,34.818,191
32.1075,34.8181,32
32.1075,34.8185,359
32.1075,34.818600000000004,2
32.1075,34.8201,107
32.1075,34.8202,101
32.1075,34.8248,19
32.1076,34.7903,124
32.1076,34.7904,680
32.1076,34.7906,75
32.1076,34.7907,165
32.1076,34.7932,48
32.1076,34.7972,18
32.1076,34.7973,554
32.1076,34.7974,228
32.1076,34.7975,191
32.1076,34.7983,1
32.1076,34.8011,16
32.1076,34.8025,1
32.1076,34.8026,112
32.1076,34.8118,352
32.1076,34.812,107
32.1076,34.8121,334
32.1076,34.8147,1
32.1076,34.8163,207
32.1076,34.8164,99
32.1076,34.8178,94
32.1076,34.8179,21
32.1076,34.8185,128
32.1076,34.818600000000004,107
32.1076,34.8202,557
32.1076,34.8203,273
32.1076,34.8204,347
32.1076,34.821,165
32.1076,34.8211,1
32.1076,34.8212,232
32.1076,34.8246,43
32.1076,34.825,59
32.1077,34.7903,8
32.1077,34.7904,178
32.1077,34.7905,100
32.1077,34.7906,16
32.1077,34.7907,155
32.1077,34.7933,183
32.1077,34.8002,1
32.1077,34.8003,29
32.1077,34.8012,1
32.1077,34.8118,1
32.1077,34.8119,30
32.1077,34.8149,1
32.1077,34.8163,262
32.1077,34.818600000000004,1
32.1077,34.8187,29
32.1077,34.8197,2
32.1077,34.8198,82
32.1077,34.8203,203
32.1077,34.8204,39
32.1077,34.8205,79
32.1077,34.8206,246
32.1077,34.8211,243
32.1077,34.8212,155
32.1077,34.8216,1
32.1077,34.825,76
32.1078,34.7904,19
32.1078,34.7905,209
32.1078,34.7906,377
32.1078,34.7907,224
32.1078,34.791,10
32.1078,34.7928,24
32.1078,34.7939,31295
32.1078,34.8,1
32.1078,34.8002,1
32.1078,34.8003,132
32.1078,34.8005,8
32.1078,34.8118,15
32.1078,34.8162,8
32.1078,34.8163,308
32.1078,34.818,10
32.1078,34.8187,34
32.1078,34.8198,102
32.1078,34.8205,1
32.1078,34.8206,344
32.1078,34.8207,681
32.1078,34.8208,643
32.1078,34.8209,397
32.1078,34.821,373
32.1078,34.8212,55
32.1078,34.8213,188
32.1078,34.8214,432
32.1078,34.8215,286
32.1078,34.8216,65
32.1078,34.8217,22
32.1078,34.8218,315
32.1078,34.8245,85
32.1078,34.825,25
32.1079,34.7905,5
32.1079,34.7906,132
32.1079,34.7907,106
32.1079,34.7926,47
32.1079,34.7927,80
32.1079,34.7928,34
32.1079,34.8,38
32.1079,34.8012,37
32.1079,34.813,239
32.1079,34.815,1
32.1079,34.8162,90
32.1079,34.8163,351
32.1079,34.8179,170
32.1079,34.818,1410
32.1079,34.8181,217
32.1079,34.8188,407
32.1079,34.8211,1
32.1079,34.8212,185
32.1079,34.8213,521
32.1079,34.8214,210
32.1079,34.8215,61
32.1079,34.8216,261
32.1079,34.8217,62
32.1079,34.8218,15
32.1079,34.8248,226
32.1079,34.8249,180
32.108,34.7905,40
32.108,34.7906,155
32.108,34.7907,193
32.108,34.8013,4
32.108,34.8027,31294
32.108,34.8162,260
32.108,34.8163,675
32.108,34.8179,153
32.108,34.818,999
32.108,34.8198,4
32.108,34.8212,49
32.108,34.8215,109
32.108,34.8216,94
32.108,34.8217,17
32.108,34.8218,1
32.108,34.8249,236
32.1081,34.7906,1
32.1081,34.7969,1
32.1081,34.7984,1
32.1081,34.7985,1
32.1081,34.7998,27
32.1081,34.8162,1
32.1081,34.8163,1623
32.1082,34.7969,1
32.1082,34.7985,276
32.1082,34.7998,24
32.1082,34.8006,91
32.1082,34.8013,109
32.1082,34.8163,716
32.1082,34.8164,33
32.1082,34.819,86
32.1082,34.8192,38
32.1083,34.7906,8
32.1083,34.7907,110
32.1083,34.7942,38
32.1083,34.7968,5
32.1083,34.7969,3
32.1083,34.7984,4
32.1083,34.7985,96
32.1083,34.7986,1
32.1083,34.7987,47
32.1083,34.8013,166
32.1083,34.8163,147
32.1083,34.8179,24
32.1083,34.818,170
32.1083,34.8192,106
32.1083,34.8193,212
32.1083,34.8247,90
32.1083,34.8248,115
32.1084,34.7906,538
32.1084,34.7907,356
32.1084,34.7941,15
32.1084,34.7943,98
32.1084,34.7966,1
32.1084,34.7967,6
32.1084,34.7968,143
32.1084,34.7969,111
32.1084,34.797,9
32.1084,34.7985,31
32.1084,34.7997,106
32.1084,34.8013,249
32.1084,34.8014,34
32.1084,34.8019,187
32.1084,34.802,54
32.1084,34.8164,65
32.1084,34.8194,3
32.1084,34.8247,41
32.1085,34.7906,190
32.1085,34.7907,41
32.1085,34.7941,43
32.1085,34.7942,10
32.1085,34.7966,7
32.1085,34.7967,169
32.1085,34.7968,348
32.1085,34.7969,140
32.1085,34.797,137
32.1085,34.7973,68
32.1085,34.7984,213
32.1085,34.7997,24
32.1085,34.8013,1
32.1085,34.8014,152
32.1085,34.8017,360
32.1085,34.8164,174
32.1085,34.8165,164
32.1085,34.8199,307
32.1085,34.82,442
32.1085,34.8201,388
32.1085,34.8202,29
32.1085,34.8238,10
32.1085,34.8239,911
32.1086,34.7907,516
32.1086,34.7942,126
32.1086,34.7966,72
32.1086,34.7967,1
32.1086,34.7973,93
32.1086,34.7985,24
32.1086,34.7987,1
32.1086,34.7998,54
32.1086,34.812,32
32.1086,34.8165,610
32.1086,34.82,270
32.1086,34.8201,49
32.1086,34.8202,837
32.1086,34.8203,222
32.1086,34.8204,77
32.1086,34.8205,188
32.1086,34.8239,142
32.1086,34.824,1
32.1086,34.8249,88
32.1087,34.7908,1
32.1087,34.7942,205
32.1087,34.7943,35
32.1087,34.7966,64
32.1087,34.7984,1
32.1087,34.7985,121
32.1087,34.8135,6
32.1087,34.8142,13
32.1087,34.8166,22
32.1087,34.8205,255
32.1087,34.8206,507
32.1087,34.8207,22
32.1087,34.8208,32
32.1087,34.8239,50
32.1087,34.825,10
32.1088,34.7906,274
32.1088,34.7907,19
32.1088,34.7908,3
32.1088,34.7943,1
32.1088,34.7965,58
32.1088,34.7966,140
32.1088,34.7974,158
32.1088,34.8003,1
32.1088,34.8004,17
32.1088,34.801,24
32.1088,34.8019,3
32.1088,34.8134,267
32.1088,34.8135,37
32.1088,34.8136,15
32.1088,34.8137,33
32.1088,34.8138,1
32.1088,34.8141,41
32.1088,34.8142,291
32.1088,34.8165,5
32.1088,34.8166,8
32.1088,34.8167,235
32.1088,34.8207,31
32.1088,34.8208,114
32.1088,34.821,91
32.1088,34.8212,309
32.1088,34.8238,5
32.1088,34.8239,93
32.1088,34.8241,332
32.1089,34.787,1
32.1089,34.7906,119
32.1089,34.7907,15
32.1089,34.7974,21
32.1089,34.7984,65
32.1089,34.7985,29
32.1089,34.8009,23
32.1089,34.801,194
32.1089,34.8015,1
32.1089,34.8136,31
32.1089,34.8137,112
32.1089,34.8138,185
32.1089,34.814,154
32.1089,34.8167,1
32.1089,34.8187,187
32.1089,34.8212,619
32.1089,34.8213,30
32.1089,34.8238,535
32.1089,34.8239,265
32.1089,34.824,368
32.1089,34.8241,133
32.1089,34.8242,205
32.1089,34.8243,102
32.109,34.7891,10
32.109,34.7892,63
32.109,34.7906,161
32.109,34.7907,260
32.109,34.7944,1
32.109,34.7966,149
32.109,34.7974,125
32.109,34.7984,1
32.109,34.7985,28
32.109,34.8015,5
32.109,34.8136,131
32.109,34.8137,423
32.109,34.8138,14
32.109,34.8139,24
32.109,34.814,56
32.109,34.8167,73
32.109,34.8168,527
32.109,34.8184,10
32.109,34.8212,1
32.109,34.8213,3
32.109,34.8214,85
32.109,34.8239,1
32.1091,34.786,1
32.1091,34.7863,1
32.1091,34.7865,1
32.1091,34.787,21
32.1091,34.7891,2
32.1091,34.7892,84
32.1091,34.7893,81
32.1091,34.7906,125
32.1091,34.7907,72
32.1091,34.7939,28
32.1091,34.794,71
32.1091,34.7946,263
32.1091,34.7957,25
32.1091,34.7966,162
32.1091,34.7973,67
32.1091,34.7985,5
32.1091,34.7987,4
32.1091,34.7988,81
32.1091,34.799,32
32.1091,34.7992,170
32.1091,34.7993,117
32.1091,34.7994,32
32.1091,34.7998,1
32.1091,34.8133,14
32.1091,34.8136,190
32.1091,34.8137,129
32.1091,34.8138,331
32.1091,34.8168,162
32.1091,34.8169,133
32.1091,34.8184,3
32.1091,34.8197,38
32.1091,34.8198,82
32.1091,34.82,1
32.1091,34.8214,1
32.1091,34.8215,105
32.1091,34.8238,281
32.1091,34.8239,271
32.1091,34.8244,1
32.1092,34.786,272
32.1092,34.7861,1
32.1092,34.7863,1
32.1092,34.7864,4
32.1092,34.7865,4
32.1092,34.7866,1
32.1092,34.787,36
32.1092,34.7891,66
32.1092,34.7892,11
32.1092,34.7893,1
32.1092,34.7906,25
32.1092,34.7907,6
32.1092,34.7937,174
32.1092,34.7939,22
32.1092,34.794,47
32.1092,34.7946,80
32.1092,34.7958,58
32.1092,34.7966,178
32.1092,34.7985,16
32.1092,34.7987,1
32.1092,34.7988,40
32.1092,34.7992,5
32.1092,34.7993,15
32.1092,34.7994,104
32.1092,34.7995,1
32.1092,34.7996,4
32.1092,34.7998,95
32.1092,34.7999,16
32.1092,34.8,3
32.1092,34.8001,153
32.1092,34.8015,20
32.1092,34.8016,275
32.1092,34.8017,246
32.1092,34.8135,85
32.1092,34.8136,113
32.1092,34.8169,26
32.1092,34.817,331
32.1092,34.8185,103
32.1092,34.818600000000004,3
32.1092,34.8192,75
32.1092,34.8198,5
32.1092,34.82,47
32.1092,34.8215,87
32.1092,34.8216,1
32.1092,34.8217,49
32.1092,34.8238,354
32.1092,34.8239,70
32.1092,34.824,219
32.1092,34.8242,38
32.1092,34.8244,2
32.1092,34.8246,2
32.1093,34.7859,2
32.1093,34.786,5
32.1093,34.7861,3
32.1093,34.7862,1
32.1093,34.7863,59
32.1093,34.7864,38
32.1093,34.7865,44
32.1093,34.7866,1
32.1093,34.7868,34
32.1093,34.7869,3
32.1093,34.787,213
32.1093,34.7892,1
32.1093,34.7893,454
32.1093,34.7906,268
32.1093,34.7932,14
32.1093,34.7933,296
32.1093,34.7947,23
32.1093,34.7956,123
32.1093,34.7957,68
32.1093,34.7965,70
32.1093,34.7966,357
32.1093,34.7985,7
32.1093,34.8,1
32.1093,34.8001,10
32.1093,34.8002,145
32.1093,34.8003,31
32.1093,34.8015,8
32.1093,34.8128,26
32.1093,34.813,544
32.1093,34.8135,326
32.1093,34.817,292
32.1093,34.8184,278
32.1093,34.8185,334
32.1093,34.818600000000004,7
32.1093,34.8192,94
32.1093,34.8204,254
32.1093,34.8219,50
32.1093,34.8226,121
32.1093,34.8227,145
32.1093,34.8228,37
32.1093,34.823,4
32.1093,34.8238,179
32.1093,34.824,96
32.1093,34.8241,552
32.1093,34.8242,263
32.1093,34.8243,400
32.1093,34.8244,96
32.1093,34.8245,201
32.1094,34.7859,2
32.1094,34.786,2
32.1094,34.7861,2
32.1094,34.7862,5
32.1094,34.7863,282
32.1094,34.7864,197
32.1094,34.7865,59
32.1094,34.7869,316
32.1094,34.788,277
32.1094,34.7891,1
32.1094,34.7893,16
32.1094,34.7906,60
32.1094,34.7907,194
32.1094,34.7932,39
32.1094,34.7933,852
32.1094,34.7957,214
32.1094,34.7965,387
32.1094,34.7966,181
32.1094,34.7974,39
32.1094,34.7984,37
32.1094,34.7985,12
32.1094,34.8,29
32.1094,34.8001,30
32.1094,34.8003,15
32.1094,34.8004,76
32.1094,34.8008,17
32.1094,34.8015,38
32.1094,34.8016,1
32.1094,34.8017,29
32.1094,34.8039,3
32.1094,34.8126,622
32.1094,34.8127,181
32.1094,34.8128,786
32.1094,34.8129,549
32.1094,34.813,133
32.1094,34.8133,46
32.1094,34.8171,453
32.1094,34.8184,241
32.1094,34.8185,2
32.1094,34.818600000000004,29
32.1094,34.8187,15
32.1094,34.8193,26498
32.1094,34.8218,52
32.1094,34.8219,2
32.1094,34.8226,351
32.1094,34.8227,143
32.1094,34.8228,197
32.1094,34.8238,30
32.1094,34.8242,80
32.1094,34.8243,222
32.1094,34.8244,751
32.1094,34.8245,92
32.1095,34.7859,1
32.1095,34.786,2
32.1095,34.7861,1
32.1095,34.7862,10
32.1095,34.7863,4
32.1095,34.7864,159
32.1095,34.7865,22
32.1095,34.7866,2
32.1095,34.788,201
32.1095,34.7906,337
32.1095,34.7907,74
32.1095,34.7908,1
32.1095,34.7909,2
32.1095,34.7931,1
32.1095,34.7932,19
32.1095,34.7933,381
32.1095,34.7934,26
32.1095,34.7954,62
32.1095,34.7955,50
32.1095,34.7956,112
32.1095,34.7957,152
32.1095,34.7959,1
32.1095,34.7965,34
32.1095,34.7966,162
32.1095,34.7984,2
32.1095,34.8006,102
32.1095,34.8007,9
32.1095,34.8008,74
32.1095,34.801,24
32.1095,34.8017,17
32.1095,34.8125,444
32.1095,34.8126,752
32.1095,34.8127,1358
32.1095,34.8128,231
32.1095,34.8129,65
32.1095,34.813,1
32.1095,34.8132,92
32.1095,34.8133,2
32.1095,34.8172,199
32.1095,34.8173,2
32.1095,34.8183,18
32.1095,34.8184,2
32.1095,34.8203,20
32.1095,34.8204,1
32.1095,34.8207,65
32.1095,34.8209,1
32.1095,34.8211,66
32.1095,34.822,16
32.1095,34.8227,60
32.1095,34.8228,349
32.1095,34.8229,331
32.1095,34.8238,3
32.1095,34.8243,15
32.1095,34.8244,30
32.1096,34.7858,1
32.1096,34.7859,1
32.1096,34.786,1
32.1096,34.7861,1
32.1096,34.7862,2
32.1096,34.7863,2
32.1096,34.7864,11
32.1096,34.7865,11
32.1096,34.7866,4
32.1096,34.7871,95
32.1096,34.788,12
32.1096,34.7881,8
32.1096,34.7906,653
32.1096,34.7932,23
32.1096,34.7933,156
32.1096,34.795,9
32.1096,34.7954,150
32.1096,34.7959,285
32.1096,34.796,8
32.1096,34.7963,1
32.1096,34.7965,241
32.1096,34.7966,138
32.1096,34.8007,342
32.1096,34.8008,121
32.1096,34.8009,140
32.1096,34.8015,28
32.1096,34.8016,1
32.1096,34.8017,261
32.1096,34.8126,279
32.1096,34.8128,52
32.1096,34.8131,451
32.1096,34.8183,51
32.1096,34.8184,75
32.1096,34.8185,326
32.1096,34.8206,242
32.1096,34.8207,5
32.1096,34.8211,1
32.1096,34.8219,125
32.1096,34.822,167
32.1096,34.8221,96
32.1096,34.8228,72
32.1096,34.8229,133
32.1096,34.8238,21
32.1096,34.8243,2
32.1096,34.8244,2
32.1097,34.786,3
32.1097,34.7861,3
32.1097,34.7862,4
32.1097,34.7863,6
32.1097,34.7864,7
32.1097,34.7865,3
32.1097,34.7866,1
32.1097,34.7869,1
32.1097,34.787,49
32.1097,34.7871,3
32.1097,34.788,1
32.1097,34.7881,46
32.1097,34.7932,12
32.1097,34.7933,178
32.1097,34.7934,24
32.1097,34.7935,3
32.1097,34.7959,28
32.1097,34.796,87
32.1097,34.7961,60
32.1097,34.7962,76
32.1097,34.7963,7
32.1097,34.7967,31
32.1097,34.7968,223
32.1097,34.7969,42
32.1097,34.797,45
32.1097,34.7985,12
32.1097,34.8007,60
32.1097,34.8008,36
32.1097,34.8017,285
32.1097,34.8125,34
32.1097,34.8126,1112
32.1097,34.8127,146
32.1097,34.8174,5
32.1097,34.8185,23
32.1097,34.819,49
32.1097,34.8191,214
32.1097,34.8192,275
32.1097,34.8205,11
32.1097,34.8212,80
32.1097,34.8221,487
32.1097,34.8222,99
32.1097,34.8228,6
32.1098,34.7861,1
32.1098,34.7862,1
32.1098,34.7863,3
32.1098,34.7864,3
32.1098,34.7865,27
32.1098,34.7866,9
32.1098,34.7869,107
32.1098,34.787,206
32.1098,34.7872,4
32.1098,34.788,112
32.1098,34.7881,159
32.1098,34.7907,1
32.1098,34.7908,1
32.1098,34.7932,5
32.1098,34.7933,51
32.1098,34.7934,95
32.1098,34.7935,2
32.1098,34.7965,67
32.1098,34.7968,73
32.1098,34.797,3
32.1098,34.7972,25
32.1098,34.7973,13
32.1098,34.7974,173
32.1098,34.7985,79
32.1098,34.8016,299
32.1098,34.8126,150
32.1098,34.8127,25
32.1098,34.8129,348
32.1098,34.813,19
32.1098,34.8174,155
32.1098,34.8192,44
32.1098,34.8205,41
32.1098,34.8214,18
32.1098,34.8222,351
32.1098,34.8229,9
32.1098,34.823,25
32.1099,34.7863,4
32.1099,34.7864,36
32.1099,34.7865,207
32.1099,34.7866,1
32.1099,34.7872,436
32.1099,34.7874,34
32.1099,34.7875,61
32.1099,34.788,26
32.1099,34.7881,119
32.1099,34.7932,1
32.1099,34.7933,1
32.1099,34.7934,9
32.1099,34.7949,1
32.1099,34.7964,147
32.1099,34.7965,68
32.1099,34.7973,2
32.1099,34.7974,58
32.1099,34.7975,15
32.1099,34.7976,33
32.1099,34.7977,16
32.1099,34.799,102
32.1099,34.8016,16
32.1099,34.8017,74
32.1099,34.8128,28
32.1099,34.8149,216
32.1099,34.8214,40
32.1099,34.8222,1
32.1099,34.8223,42
32.1099,34.823,63
32.11,34.7861,1
32.11,34.7862,38
32.11,34.7874,127
32.11,34.7875,98
32.11,34.7878,1
32.11,34.7879,1
32.11,34.7903,31294
32.11,34.7932,1
32.11,34.7933,251
32.11,34.7934,80
32.11,34.7935,79
32.11,34.7949,24
32.11,34.7964,1
32.11,34.7965,17
32.11,34.798,5
32.11,34.8016,10
32.11,34.8128,46
32.11,34.8148,125
32.11,34.8149,511
32.11,34.815,251
32.11,34.8151,31
32.11,34.8222,158
32.11,34.8223,3
32.11,34.8224,19
32.11,34.823,1
32.11,34.8233,2
32.11,34.8234,120
32.11,34.8235,108
32.11,34.8239,9
32.11,34.824,421
32.11,34.8241,413
32.11,34.8243,1
32.11,34.8244,132
32.1101,34.7851,70
32.1101,34.7861,205
32.1101,34.7862,56
32.1101,34.7863,1
32.1101,34.7864,1
32.1101,34.7874,74
32.1101,34.7875,167
32.1101,34.7876,13
32.1101,34.7877,29
32.1101,34.7878,25
32.1101,34.789,1
32.1101,34.7933,61
32.1101,34.7934,476
32.1101,34.7935,110
32.1101,34.7963,10
32.1101,34.7964,23
32.1101,34.7965,19
32.1101,34.8149,566
32.1101,34.815,102
32.1101,34.8151,714
32.1101,34.8176,3
32.1101,34.8177,81
32.1101,34.8222,154
32.1101,34.8223,1
32.1101,34.8232,559
32.1101,34.8233,499
32.1101,34.8234,405
32.1101,34.8235,317
32.1101,34.8239,1
32.1101,34.8243,8
32.1101,34.8244,11
32.1102,34.785,155
32.1102,34.7861,220
32.1102,34.7862,24
32.1102,34.7863,1
32.1102,34.7865,1
32.1102,34.7866,1
32.1102,34.7876,182
32.1102,34.7877,352
32.1102,34.7878,252
32.1102,34.7879,2
32.1102,34.7882,1
32.1102,34.7896,60
32.1102,34.7933,198
32.1102,34.7934,275
32.1102,34.7935,201
32.1102,34.7964,112
32.1102,34.7965,21
32.1102,34.7973,2
32.1102,34.7983,13
32.1102,34.7984,103
32.1102,34.8125,19
32.1102,34.8126,31
32.1102,34.8148,424
32.1102,34.8149,787
32.1102,34.815,528
32.1102,34.8151,221
32.1102,34.8179,1
32.1102,34.818,40
32.1102,34.8183,133
32.1102,34.8212,111
32.1102,34.8213,1
32.1102,34.822,70
32.1102,34.8223,3
32.1102,34.8235,38
32.1102,34.8236,425
32.1102,34.8247,44
32.1103,34.785,256
32.1103,34.7859,59
32.1103,34.786,3
32.1103,34.7861,303
32.1103,34.7862,344
32.1103,34.7864,1
32.1103,34.7877,10
32.1103,34.7878,342
32.1103,34.7879,2
32.1103,34.788,220
32.1103,34.7881,1
32.1103,34.7883,1
32.1103,34.7908,168
32.1103,34.7933,430
32.1103,34.7934,136
32.1103,34.7964,12
32.1103,34.7965,43
32.1103,34.7966,24
32.1103,34.7967,223
32.1103,34.7968,95
32.1103,34.7969,1
32.1103,34.797,156
32.1103,34.7972,18
32.1103,34.7973,39
32.1103,34.7983,18
32.1103,34.7984,11
32.1103,34.8124,30
32.1103,34.8125,8
32.1103,34.8126,265
32.1103,34.8148,250
32.1103,34.8149,870
32.1103,34.815,153
32.1103,34.8151,19
32.1103,34.8183,104
32.1103,34.8184,47
32.1103,34.8211,133
32.1103,34.8212,155
32.1103,34.8215,155
32.1103,34.8216,16
32.1103,34.8235,280
32.1103,34.8236,2
32.1103,34.8246,154
32.1103,34.8247,484
32.1104,34.7859,65
32.1104,34.786,42
32.1104,34.7862,55
32.1104,34.7877,1
32.1104,34.7878,2
32.1104,34.7881,1
32.1104,34.7907,50
32.1104,34.7934,38
32.1104,34.7964,220
32.1104,34.7965,429
32.1104,34.7966,35
32.1104,34.7972,18
32.1104,34.7983,63
32.1104,34.8148,27
32.1104,34.815,147
32.1104,34.8151,2
32.1104,34.8183,25
32.1104,34.8184,77
32.1104,34.821,355
32.1104,34.8212,448
32.1104,34.8213,79
32.1104,34.8214,442
32.1104,34.8215,107
32.1104,34.8216,1
32.1104,34.8217,346
32.1104,34.8218,8
32.1104,34.8225,1
32.1104,34.8226,166
32.1104,34.8235,33
32.1104,34.8236,11
32.1104,34.8246,32
32.1104,34.8247,509
32.1105,34.7878,1
32.1105,34.7881,1
32.1105,34.7907,2
32.1105,34.7963,27
32.1105,34.7964,10
32.1105,34.7965,94
32.1105,34.7983,92
32.1105,34.8032,134
32.1105,34.8071,9
32.1105,34.8209,30
32.1105,34.821,696
32.1105,34.8211,207
32.1105,34.8217,511
32.1105,34.8218,162
32.1105,34.8226,5
32.1106,34.7873,1
32.1106,34.7877,1
32.1106,34.7878,73
32.1106,34.788,2
32.1106,34.7881,1
32.1106,34.7882,3
32.1106,34.7883,258
32.1106,34.7891,1
32.1106,34.7906,131
32.1106,34.7907,1
32.1106,34.7908,56
32.1106,34.7963,2
32.1106,34.7964,64
32.1106,34.7965,49
32.1106,34.7981,22
32.1106,34.7983,56
32.1106,34.8008,72
32.1106,34.8022,1
32.1106,34.8023,24
32.1106,34.8028,37
32.1106,34.8035,2
32.1106,34.8148,203
32.1106,34.8149,2
32.1106,34.8184,188
32.1106,34.8185,249
32.1106,34.8206,383
32.1106,34.8218,14
32.1106,34.8225,2
32.1106,34.8226,42
32.1106,34.8247,13
32.1107,34.7861,17
32.1107,34.7876,10
32.1107,34.7877,38
32.1107,34.7878,369
32.1107,34.7879,251
32.1107,34.788,89
32.1107,34.7881,7
32.1107,34.7882,81
32.1107,34.7883,1
32.1107,34.7885,1
32.1107,34.7886,1
32.1107,34.7932,7
32.1107,34.7963,137
32.1107,34.7964,134
32.1107,34.7965,2
32.1107,34.7981,180
32.1107,34.8008,18
32.1107,34.8009,691
32.1107,34.801,19
32.1107,34.8147,99
32.1107,34.8148,37
32.1107,34.8159,2
32.1107,34.8162,496
32.1107,34.8184,110
32.1107,34.8185,55
32.1107,34.8203,4
32.1107,34.8204,1
32.1107,34.8218,256
32.1107,34.8226,112
32.1107,34.8235,72
32.1107,34.8236,271
32.1107,34.8246,164
32.1107,34.8247,14
32.1108,34.786,127
32.1108,34.7875,1
32.1108,34.7876,4
32.1108,34.7877,252
32.1108,34.7878,1558
32.1108,34.7879,1069
32.1108,34.788,182
32.1108,34.7881,67
32.1108,34.7882,299
32.1108,34.7883,48
32.1108,34.7907,62
32.1108,34.7908,40
32.1108,34.7926,1
32.1108,34.7927,140
32.1108,34.7929,50
32.1108,34.7931,29
32.1108,34.7932,34
32.1108,34.7933,121
32.1108,34.7937,5
32.1108,34.7963,82
32.1108,34.7964,429
32.1108,34.7965,54
32.1108,34.7966,22
32.1108,34.7967,66
32.1108,34.7968,67
32.1108,34.7981,80
32.1108,34.8008,135
32.1108,34.8009,339
32.1108,34.801,121
32.1108,34.8034,6
32.1108,34.8147,253
32.1108,34.8148,41
32.1108,34.8158,429
32.1108,34.8159,5
32.1108,34.816,424
32.1108,34.8161,231
